Sample_pk,State,Year,Month,Day,Site,Commo_code,Source_ID,Variety,Origin,Country_Code,Distrib_Type,Commo_Type,Claim,Quantity,Growst_Stcode,Packer_Stcode,Distrib_Stcode
9366,CA,22,10,25,60,TO, ,Roma,2,595,T,FR,NC,20,,,AZ
9367,CA,22,10,25,136,TO, ,N/A,2,595,H,FR,NC,13,,,CA
9368,CA,22,10,25,217,TO,A,Roma,2,595,T,FR,NC,20,,,CA
9369,CA,22,10,25,217,TO,B,Round,2,595,T,FR,NC,15,,,CA
9370,CA,22,10,25,230,TO, ,Beefsteak Round,2,595,T,FR,NC,12,,,CA
9371,CA,22,10,25,274,TO, ,On-The-Vine,2,595,D,FR,NC,17,,,
9372,CA,22,10,25,432,TO, ,Regular,1,,H,FR,NC,11,CA,CA,CA
9373,CA,22,10,25,539,TO,A,Roma,2,595,H,FR,NC,16,,,
9374,CA,22,10,25,539,TO,B,Roma,2,595,H,FR,NC,20,,,
9375,CA,22,10,25,600,TO, ,Roma,2,595,D,FR,NC,23,,,
9376,CA,22,10,25,652,TO, ,Roma,2,595,H,FR,NC,14,,,
9377,CA,22,11,28,4,TO, ,Round,1,,D,FR,NC,12,,,CA
9378,CA,22,11,28,17,TO, ,Round,2,595,H,FR,NC,6,,,TX
9379,CA,22,11,28,56,TO, ,Vine Ripe Tomatoe,1,,T,FR,NC,12,CA,CA,CA
9380,CA,22,11,28,307,TO, ,N/A,1,,D,FR,NC,15,,,CA
9381,CA,22,11,28,433,TO, ,Roma,2,595,H,FR,PO,19,,,AZ
9382,CA,22,11,28,513,TO,A,Roma,2,595,R,FR,NC,20,,,AZ
9383,CA,22,11,28,513,TO,B,Round,2,595,R,FR,NC,11,,,CA
9384,CA,22,11,28,532,TO, ,Roma,2,595,R,FR,NC,19,,,CA
9385,CA,22,11,28,545,TO, ,Red,2,260,R,FR,NC,13,,,
9386,CA,22,11,28,552,TO, ,Na,2,595,R,FR,PO,10,,,CA
9387,CA,22,11,28,572,TO, ,Round,1,,H,FR,NC,24,,,CA
9388,CA,22,11,28,584,TO,A,Roma Xl,2,595,H,FR,NC,17,,,CA
9389,CA,22,11,28,584,TO,B,Round,1,,H,FR,NC,11,CA,CA,WA
9390,CA,22,11,28,655,TO,P,Roma,2,595,R,FR,NC,19,,,CA
9391,CA,22,12,27,1,TO,A,Beefsteak,2,595,D,FR,NC,10,,,
9392,CA,22,12,27,1,TO,B,Roma,2,595,D,FR,NC,21,,,CA
9393,CA,22,12,27,17,TO,A,Roma,2,595,H,FR,PO,19,,CA,AZ
9394,CA,22,12,27,17,TO,B,Greenhouse Bola,2,595,H,FR,NC,13,,CA,AZ
9395,CA,22,12,27,114,TO, ,Round,2,595,H,FR,NC,14,,,CA
9396,CA,22,12,27,150,TO, ,Round,2,595,D,FR,NC,13,,,AZ
9397,CA,22,12,27,156,TO, ,Roma,2,595,H,FR,NC,31,,,CA
9398,CA,22,12,27,199,TO, ,Na,2,595,H,FR,NC,12,,,CA
9399,CA,22,12,27,469,TO, ,Roma,2,595,L,FR,NC,11,,,AZ
9400,CA,22,12,27,472,TO, ,Beefsteak/Round,2,595,H,FR,NC,12,,,CA
9401,CA,22,12,27,595,TO, ,Round,2,595,H,FR,NC,11,,,CA
9402,CA,22,12,27,604,TO, ,Roma,2,595,H,FR,NC,20,,,
9403,CA,22,12,27,661,TO, ,Roma,2,595,H,FR,NC,21,,,
9404,CO,22,1,18,8,TO, ,Roma; P90-Sample held 146 Days.,2,595,D,FR,NC,32,,,AZ
9405,CO,22,1,18,9,TO, ,Beefsteak; P90-Sample held 146 Days.,1,,D,FR,NC,8,,,TX
9406,CO,22,2,22,5,TO, ,Round; P90-Sample held 143 Days.,2,595,D,FR,NC,7,,,CO
9407,CO,22,2,22,6,TO, ,Round; P90-Sample held 143 Days.,1,,D,FR,NC,11,,,CO
9408,CO,22,3,21,6,TO, ,Na; P90-Sample held 141 Days.,1,,D,FR,NC,13,,,CO
9409,CO,22,3,21,7,TO, ,Roma; P90-Sample held 141 Days.,2,595,D,FR,NC,18,,,AZ
9410,CO,22,4,18,7,TO, ,Na; P90-Sample held 156 Days.,1,,D,FR,NC,23,,,CO
9411,CO,22,4,18,8,TO, ,Roma Med; P90-Sample held 156 Days.,2,595,D,FR,NC,31,,CO,TX
9412,CO,22,5,16,6,TO, ,Round; P90-Sample held 155 Days.,1,,D,FR,NC,12,,,CO
9413,CO,22,5,16,9,TO, ,Roma; P90-Sample held 155 Days.,2,595,D,FR,NC,25,,,CO
9414,CO,22,6,21,5,TO, ,Round; P90-Sample held 132 Days.,2,595,D,FR,NC,10,,,CO
9415,CO,22,6,21,7,TO, ,Beefsteak; P90-Sample held 132 Days.,1,,D,FR,NC,9,CO,CO,
9416,CO,22,7,18,7,TO, ,Beefsteak; P90-Sample held 134 Days.,1,,D,FR,NC,8,CO,CO,CO
9417,CO,22,7,18,17,TO, ,Roma; P90-Sample held 134 Days.,2,595,D,FR,NC,21,,,TX
9418,CO,22,8,15,5,TO, ,Roma; P90-Sample held 119 Days.,2,595,D,FR,NC,16,,,CO
9419,CO,22,8,15,17,TO, ,Roma; P90-Sample held 119 Days.,2,595,D,FR,NC,18,,,TX
9420,CO,22,9,19,9,TO, ,Roma,2,595,D,FR,NC,15,,,AZ
9421,CO,22,9,19,10,TO, ,Round Red,2,595,D,FR,NC,17,,CO,FL
9422,CO,22,10,17,7,TO, ,Roma,2,595,D,FR,NC,30,,,CO
9423,CO,22,10,17,17,TO, ,Roma,2,595,D,FR,NC,16,,,AZ
9424,CO,22,11,21,6,TO, ,Na,1,,D,FR,NC,13,,,CO
9425,CO,22,11,21,7,TO, ,Roma,1,,D,FR,NC,31,,,CO
9426,CO,22,12,19,5,TO, ,Roma Tomatoes,2,595,D,FR,NC,20,,,
9427,CO,22,12,19,7,TO, ,Na,1,,D,FR,NC,29,,,CO
9428,FL,22,1,18,25,TO, ,Redland Sweet; P90-Sample held 146 Days.,1,,D,FR,NC,14,,FL,
9429,FL,22,1,18,39,TO, ,N/A; P90-Sample held 146 Days.,1,,H,FR,NC,13,,NC,
9430,FL,22,1,18,68,TO, ,Round; P90-Sample held 146 Days.,1,,H,FR,NC,18,,FL,FL
9431,FL,22,1,18,79,TO,P,Na; P90-Sample held 146 Days.,1,,R,FR,NC,18,,,TX
9432,FL,22,1,18,82,TO,P,Na; P90-Sample held 146 Days.,2,595,R,FR,NC,14,,,
9433,FL,22,1,18,92,TO, ,Tomatoes /Rounds; P90-Sample held 146 Days.,1,,L,FR,NC,11,,,
9434,FL,22,1,18,96,TO,P,Beefsteak; P90-Sample held 146 Days.,2,595,R,FR,NC,10,,,TX
9435,FL,22,2,21,19,TO, ,N/A; P90-Sample held 143 Days.,1,,H,FR,NC,10,,FL,
9436,FL,22,2,21,40,TO, ,Roma; P90-Sample held 143 Days.,2,595,H,FR,NC,22,,,
9437,FL,22,2,21,55,TO,P,Regular; P90-Sample held 143 Days.,1,,R,FR,NC,15,,FL,FL
9438,FL,22,2,21,65,TO, ,Roma; P90-Sample held 143 Days.,1,,H,FR,NC,13,,,IL
9439,FL,22,2,21,79,TO, ,Round; P90-Sample held 143 Days.,2,595,H,FR,NC,13,,,AZ
9440,FL,22,2,21,91,TO,A,Regular / Green; P90-Sample held 143 Days.,1,,D,FR,NC,8,,FL,
9441,FL,22,2,21,91,TO,B,Roma; P90-Sample held 143 Days.,1,,D,FR,NC,18,,NC,
9442,FL,22,3,21,7,TO, ,N/A; P90-Sample held 141 Days.,2,595,D,FR,NC,13,,,
9443,FL,22,3,21,29,TO, ,Roma Neopolitan; P90-Sample held 141 Days.,1,,D,FR,NC,22,,FL,
9444,FL,22,3,21,48,TO,P,Regular; P90-Sample held 141 Days.,1,,R,FR,NC,14,,,FL
9445,FL,22,3,21,58,TO, ,Crimson; P90-Sample held 141 Days.,1,,L,FR,NC,8,,FL,FL
9446,FL,22,3,21,68,TO, ,Round; P90-Sample held 141 Days.,1,,H,FR,NC,10,,FL,FL
9447,FL,22,3,21,79,TO, ,Round; P90-Sample held 141 Days.,1,,H,FR,NC,9,,,
9448,FL,22,3,21,84,TO, ,Roma; P90-Sample held 141 Days.,3,,L,FR,NC,17,,,
9449,FL,22,4,18,19,TO,A,N/A; P90-Sample held 156 Days.,1,,H,FR,NC,12,,FL,FL
9450,FL,22,4,18,19,TO,B,Roma; P90-Sample held 156 Days.,2,595,H,FR,NC,14,,,TX
9451,FL,22,4,18,68,TO, ,Round; P90-Sample held 156 Days.,1,,H,FR,NC,11,,,FL
9452,FL,22,4,18,79,TO,P,Round; P90-Sample held 156 Days.,1,,R,FR,NC,18,,FL,
9453,FL,22,4,18,82,TO,P,Tov Round; P90-Sample held 156 Days.,2,595,R,FR,NC,14,,,
9454,FL,22,4,18,94,TO, ,Round; P90-Sample held 156 Days.,1,,L,FR,NC,8,,,FL
9455,FL,22,4,19,60,TO, ,Regular; P90-Sample held 156 Days.,2,595,H,FR,NC,9,,,TX
9456,FL,22,5,16,20,TO, ,Na; P90-Sample held 155 Days.,1,,H,FR,NC,11,FL,FL,FL
9457,FL,22,5,16,56,TO,P,Beefsteak; P90-Sample held 155 Days.,2,595,R,FR,NC,10,,,TX
9458,FL,22,5,16,62,TO, ,Roma; P90-Sample held 155 Days.,1,,H,FR,NC,21,FL,FL,FL
9459,FL,22,5,16,79,TO, ,Round; P90-Sample held 155 Days.,1,,H,FR,NC,17,,,GA
9460,FL,22,5,16,89,TO, ,Round; P90-Sample held 155 Days.,1,,H,FR,NC,9,,FL,
9461,FL,22,5,16,92,TO,A,Roma; P90-Sample held 155 Days.,1,,L,FR,NC,8,,,
9462,FL,22,5,16,92,TO,B,Tomatoes/Round; P90-Sample held 155 Days.,1,,L,FR,NC,29,,,
9463,FL,22,6,20,9,TO, ,Roma; P90-Sample held 132 Days.,1,,D,FR,NC,17,GA,GA,
9464,FL,22,6,20,29,TO, ,Round; P90-Sample held 132 Days.,1,,D,FR,NC,7,,,NC
9465,FL,22,6,20,38,TO,P,Regular; P90-Sample held 132 Days.,1,,R,FR,NC,15,,,FL
9466,FL,22,6,20,52,TO, ,Round; P90-Sample held 132 Days.,2,595,H,FR,NC,7,,,TX
9467,FL,22,6,20,68,TO, ,Round; P90-Sample held 132 Days.,1,,H,FR,NC,10,,,FL
9468,FL,22,6,20,79,TO,P,Beefsteak; P90-Sample held 132 Days.,1,,R,FR,NC,8,,FL,FL
9469,FL,22,6,20,82,TO,P,Beefsteak; P90-Sample held 132 Days.,1,,R,FR,NC,8,,FL,FL
9470,FL,22,7,18,19,TO,P,Beefsteak; P90-Sample held 134 Days.,2,595,R,FR,NC,8,,,
9471,FL,22,7,18,25,TO, ,Roma; P90-Sample held 134 Days.,1,,D,FR,NC,18,,FL,
9472,FL,22,7,18,38,TO, ,Tomatoes on the Vine; P90-Sample held 134 Days.,2,595,D,FR,NC,18,,,
9473,FL,22,7,18,68,TO, ,Round Beefsteak; P90-Sample held 134 Days.,1,,H,FR,NC,7,,,FL
9474,FL,22,7,18,79,TO,P,Roma; P90-Sample held 134 Days.,2,595,R,FR,NC,20,,,TX
9475,FL,22,7,18,82,TO,P,Round; P90-Sample held 134 Days.,1,,R,FR,NC,16,,,FL
9476,FL,22,7,18,92,TO,P,Round; P90-Sample held 134 Days.,1,,R,FR,NC,12,TX,,
9477,FL,22,8,15,2,TO, ,Vine Ripe; P90-Sample held 119 Days.,1,,D,FR,NC,8,,FL,
9478,FL,22,8,15,40,TO, ,Green/Round; P90-Sample held 119 Days.,1,,H,FR,NC,9,,,TX
9479,FL,22,8,15,60,TO, ,Roma; P90-Sample held 119 Days.,2,595,H,FR,NC,18,,,
9480,FL,22,8,15,73,TO, ,Round Tom  4X5; P90-Sample held 119 Days.,1,,H,FR,NC,9,,FL,
9481,FL,22,8,15,79,TO, ,Roma; P90-Sample held 119 Days.,2,595,H,FR,NC,23,,,TX
9482,FL,22,8,16,62,TO,P,Round; P90-Sample held 119 Days.,1,,R,FR,NC,12,,FL,FL
9483,FL,22,8,16,84,TO,P,Tov; P90-Sample held 119 Days.,2,595,R,FR,NC,15,,,
9484,FL,22,9,19,7,TO, ,VR/4X5,2,595,D,FR,NC,9,,,
9485,FL,22,9,19,38,TO, ,Tomatoes on the Vine,2,595,D,FR,NC,18,,,
9486,FL,22,9,19,56,TO, ,Roma,2,595,D,FR,NC,17,,,
9487,FL,22,9,19,58,TO, ,Roma,1,,L,FR,NC,15,TN,,TN
9488,FL,22,9,19,68,TO, ,Round,2,595,H,FR,NC,11,,FL,
9489,FL,22,9,19,79,TO, ,Round,1,,H,FR,NC,10,AL,,
9490,FL,22,9,19,82,TO,P,Round,1,,R,FR,NC,16,,FL,FL
9491,FL,22,10,17,2,TO, ,Roma,1,,D,FR,NC,15,,FL,AL
9492,FL,22,10,17,19,TO, ,Round,1,,H,FR,NC,12,,,
9493,FL,22,10,17,68,TO, ,Round,1,,H,FR,NC,7,,FL,FL
9494,FL,22,10,17,73,TO, ,Round,2,595,H,FR,NC,9,,FL,
9495,FL,22,10,17,75,TO, ,Regular,1,,L,FR,NC,9,,FL,
9496,FL,22,10,17,79,TO, ,Round,1,,H,FR,NC,6,,,CA
9497,FL,22,10,17,82,TO,P,Roma,2,595,R,FR,NC,26,,,TX
9498,FL,22,11,21,2,TO, ,Roma,1,,D,FR,NC,24,,NC,
9499,FL,22,11,21,19,TO,P,Roma,1,,R,FR,NC,21,,,
9500,FL,22,11,21,20,TO,P,Beefsteak,2,595,R,FR,NC,6,,,TX
9501,FL,22,11,21,40,TO, ,Round,2,595,H,FR,PP,11,,,TX
9502,FL,22,11,21,75,TO,P,Vine Ripened Tomatoes,1,,R,FR,NC,11,,,
9503,FL,22,11,21,79,TO, ,Round,1,,H,FR,NC,7,,AL,
9504,FL,22,11,21,91,TO,P,Tomatoes on the Vine,2,595,R,FR,NC,14,,,TX
9505,FL,22,12,19,9,TO, ,Roma,1,,D,FR,NC,35,,FL,
9506,FL,22,12,19,38,TO, ,Tomatoes on the Vine,2,595,D,FR,NC,18,,,
9507,FL,22,12,19,56,TO, ,Roma,2,595,D,FR,NC,29,,,
9508,FL,22,12,19,58,TO, ,Round,1,,L,FR,NC,13,,FL,
9509,FL,22,12,19,79,TO, ,Round,1,,H,FR,NC,8,FL,,
9510,FL,22,12,20,68,TO, ,Round,2,595,H,FR,NC,10,,FL,
9511,FL,22,12,20,91,TO, ,Tov Sticker Kentucky,2,260,D,FR,NC,13,,,
9512,MD,22,1,18,1,TO, ,Roma Neopolitan; P90-Sample held 146 Days.,1,,D,FR,NC,22,,FL,
9513,MD,22,1,18,28,TO, ,Regular; P90-Sample held 146 Days.,1,,T,FR,NC,12,FL,FL,FL
9514,MD,22,1,19,33,TO, ,Regular; P90-Sample held 146 Days.,1,,T,FR,NC,14,,FL,
9515,MD,22,1,19,47,TO, ,Regular; P90-Sample held 146 Days.,1,,T,FR,NC,11,,,FL
9516,MD,22,2,22,28,TO, ,Regular; P90-Sample held 143 Days.,2,595,T,FR,NC,7,,,AZ
9517,MD,22,2,22,33,TO, ,Regular; P90-Sample held 143 Days.,1,,T,FR,NC,7,FL,FL,FL
9518,MD,22,2,23,1,TO, ,Red Tov Round; P90-Sample held 143 Days.,2,595,D,FR,NC,14,,,
9519,MD,22,2,23,42,TO, ,Vine Riped Round; P90-Sample held 143 Days.,1,,D,FR,NC,15,,,FL
9520,MD,22,3,21,28,TO, ,Regular; P90-Sample held 141 Days.,1,,T,FR,NC,10,FL,FL,FL
9521,MD,22,3,21,33,TO, ,Regular; P90-Sample held 141 Days.,1,,T,FR,NC,10,,FL,
9522,MD,22,3,23,33,TO, ,Selected Large; P90-Sample held 141 Days.,1,,T,FR,NC,9,,FL,
9523,MD,22,3,23,47,TO, ,Vine Grown; P90-Sample held 141 Days.,1,,T,FR,NC,16,,,FL
9524,MD,22,4,18,1,TO, ,Roma; P90-Sample held 156 Days.,1,,D,FR,NC,26,,NC,FL
9525,MD,22,4,18,33,TO, ,Regular; P90-Sample held 156 Days.,1,,T,FR,NC,9,,,FL
9526,MD,22,4,20,5,TO, ,Roma; P90-Sample held 156 Days.,2,595,D,FR,NC,17,,,AZ
9527,MD,22,4,20,42,TO, ,Round; P90-Sample held 156 Days.,1,,D,FR,NC,15,,,MD
9528,MD,22,5,16,33,TO, ,Regular; P90-Sample held 155 Days.,1,,T,FR,NC,10,,FL,MD
9529,MD,22,5,16,47,TO, ,Regular; P90-Sample held 155 Days.,1,,T,FR,NC,11,FL,FL,FL
9530,MD,22,5,17,1,TO, ,Red Tov; P90-Sample held 155 Days.,2,260,D,FR,NC,15,,,
9531,MD,22,5,17,5,TO, ,Roma; P90-Sample held 155 Days.,1,,D,FR,NC,13,FL,TN,FL
9532,MD,22,6,21,28,TO, ,Roma; P90-Sample held 132 Days.,2,595,T,FR,NC,26,,,TX
9533,MD,22,6,21,33,TO, ,Regular; P90-Sample held 132 Days.,1,,T,FR,NC,8,,,FL
9534,MD,22,6,22,1,TO, ,Round; P90-Sample held 132 Days.,1,,D,FR,NC,20,,,MD
9535,MD,22,6,22,5,TO, ,Roma; P90-Sample held 132 Days.,2,595,D,FR,NC,19,,TN,
9536,MD,22,7,18,28,TO, ,Regular; P90-Sample held 134 Days.,1,,T,FR,NC,12,,,CA
9537,MD,22,7,18,33,TO, ,Regular; P90-Sample held 134 Days.,1,,T,FR,NC,11,AL,,PA
9538,MD,22,7,20,42,TO, ,N/A; P90-Sample held 134 Days.,1,,D,FR,NC,13,,FL,
9539,MD,22,7,20,51,TO, ,Roma; P90-Sample held 134 Days.,2,595,T,FR,NC,21,,,TX
9540,MD,22,8,15,33,TO, ,Regular; P90-Sample held 119 Days.,1,,T,FR,NC,9,TN,TN,
9541,MD,22,8,15,47,TO, ,Roma; P90-Sample held 119 Days.,2,595,T,FR,NC,20,,,TX
9542,MD,22,8,17,42,TO, ,Large Tomatoes; P90-Sample held 119 Days.,1,,D,FR,NC,16,,FL,FL
9543,MD,22,8,17,51,TO,P,Victory; P90-Sample held 119 Days.,1,,R,FR,NC,13,,TN,TN
9544,MD,22,9,19,1,TO, ,Roma,1,,D,FR,NC,17,MD,MD,MD
9545,MD,22,9,19,33,TO, ,Regular,1,,T,FR,NC,5,,NC,
9546,MD,22,9,21,28,TO, ,Beef,2,595,T,FR,NC,8,,,VA
9547,MD,22,9,21,47,TO, ,Roma,2,595,T,FR,NC,22,,,TX
9548,MD,22,10,17,47,TO, ,N/A,1,,T,FR,NC,7,,,FL
9549,MD,22,10,17,51,TO, ,Roma,2,595,T,FR,NC,17,,,TX
9550,MD,22,10,19,1,TO, ,Red Large,2,595,D,FR,NC,8,,NC,AZ
9551,MD,22,10,19,28,TO, ,Vine Ripe,1,,T,FR,NC,10,,CA,MD
9552,MD,22,11,21,28,TO, ,N/A,1,,T,FR,NC,10,,,MD
9553,MD,22,11,21,47,TO, ,N/A,1,,T,FR,NC,12,,FL,MD
9554,MD,22,11,22,1,TO, ,Roma,2,595,D,FR,NC,24,,NC,
9555,MD,22,11,22,42,TO, ,Regular,1,,D,FR,NC,16,,,FL
9556,MD,22,12,19,47,TO, ,N/A,1,,T,FR,NC,11,FL,FL,FL
9557,MD,22,12,19,48,TO, ,Roma,2,595,T,FR,NC,19,,,
9558,MD,22,12,21,1,TO, ,X-Large,1,,D,FR,NC,9,,,
9559,MD,22,12,21,51,TO, ,Roma,2,595,T,FR,NC,17,,,TX
9560,MI,22,1,18,31,TO, ,Regular; P90-Sample held 146 Days.,1,,D,FR,NC,11,,,FL
9561,MI,22,1,18,35,TO, ,Roma; P90-Sample held 146 Days.,2,595,T,FR,NC,17,,,AZ
9562,MI,22,1,18,56,TO, ,Beefsteak; P90-Sample held 146 Days.,2,595,D,FR,NC,8,,,
9563,MI,22,1,18,84,TO, ,Roma; P90-Sample held 146 Days.,2,595,D,FR,NC,13,,,AZ
9564,MI,22,1,18,95,TO, ,Roma; P90-Sample held 146 Days.,2,595,D,FR,NC,15,,,AZ
9565,MI,22,1,18,106,TO, ,Roma; P90-Sample held 146 Days.,2,595,D,FR,NC,19,,,AZ
9566,MI,22,2,22,10,TO, ,Beefstake; P90-Sample held 143 Days.,1,,D,FR,NC,10,,FL,
9567,MI,22,2,22,27,TO, ,Regular; P90-Sample held 143 Days.,1,,D,FR,NC,17,,,CA
9568,MI,22,2,22,38,TO, ,Beefsteak; P90-Sample held 143 Days.,2,260,T,FR,NC,9,,,
9569,MI,22,2,22,87,TO, ,Round; P90-Sample held 143 Days.,1,,D,FR,NC,11,,,FL
9570,MI,22,2,22,88,TO, ,Roma; P90-Sample held 143 Days.,2,595,D,FR,NC,10,,,
9571,MI,22,2,22,102,TO, ,Round; P90-Sample held 143 Days.,2,595,D,FR,NC,10,,,AZ
9572,MI,22,3,22,7,TO, ,Round; P90-Sample held 141 Days.,2,595,D,FR,NC,10,,,AZ
9573,MI,22,3,22,8,TO, ,Beefsteak; P90-Sample held 141 Days.,2,595,D,FR,NC,8,,,
9574,MI,22,3,22,18,TO, ,Round; P90-Sample held 141 Days.,2,595,D,FR,NC,7,,,AZ
9575,MI,22,3,22,96,TO, ,Stake; P90-Sample held 141 Days.,1,,D,FR,NC,11,FL,FL,FL
9576,MI,22,3,22,102,TO, ,Round; P90-Sample held 141 Days.,2,595,D,FR,PP,13,,,
9577,MI,22,3,22,103,TO, ,Round; P90-Sample held 141 Days.,1,,D,FR,NC,13,,OH,FL
9578,MI,22,4,18,6,TO, ,Beefstake; P90-Sample held 156 Days.,1,,D,FR,NC,18,,FL,
9579,MI,22,4,18,31,TO, ,Round; P90-Sample held 156 Days.,1,,D,FR,NC,10,,,FL
9580,MI,22,4,18,47,TO, ,Regular; P90-Sample held 156 Days.,1,,R,FR,NC,17,IN,,CA
9581,MI,22,4,18,50,TO, ,Round; P90-Sample held 156 Days.,1,,D,FR,NC,8,,OH,FL
9582,MI,22,4,18,56,TO, ,Roma; P90-Sample held 156 Days.,2,595,D,FR,NC,19,,,AZ
9583,MI,22,4,18,84,TO, ,Roma; P90-Sample held 156 Days.,2,595,D,FR,NC,25,,,AZ
9584,MI,22,5,17,5,TO, ,Globe; P90-Sample held 155 Days.,1,,D,FR,NC,9,,,TX
9585,MI,22,5,17,6,TO, ,Globe; P90-Sample held 155 Days.,1,,D,FR,NC,9,,IN,
9586,MI,22,5,17,18,TO, ,Na; P90-Sample held 155 Days.,2,595,D,FR,NC,7,,,AZ
9587,MI,22,5,17,35,TO, ,Roma; P90-Sample held 155 Days.,2,595,T,FR,NC,17,,,AZ
9588,MI,22,5,17,95,TO, ,Roma; P90-Sample held 155 Days.,2,595,D,FR,NC,18,,,AZ
9589,MI,22,5,17,102,TO, ,Na; P90-Sample held 155 Days.,2,595,D,FR,NC,9,,,TX
9590,MI,22,6,21,27,TO, ,Round; P90-Sample held 132 Days.,1,,D,FR,NC,9,,IN,CA
9591,MI,22,6,21,38,TO, ,Roma; P90-Sample held 132 Days.,2,595,T,FR,NC,23,,,TX
9592,MI,22,6,21,84,TO, ,Round; P90-Sample held 132 Days.,1,,D,FR,NC,10,,SC,
9593,MI,22,6,21,88,TO, ,Roma; P90-Sample held 132 Days.,2,595,D,FR,NC,21,,,AZ
9594,MI,22,6,21,95,TO, ,Roma; P90-Sample held 132 Days.,2,595,D,FR,NC,17,,,
9595,MI,22,6,21,102,TO, ,Roma; P90-Sample held 132 Days.,2,595,D,FR,NC,17,,,AZ
9596,MI,22,7,19,6,TO, ,Regular; P90-Sample held 134 Days.,1,,D,FR,NC,17,,FL,MI
9597,MI,22,7,19,7,TO, ,Regular; P90-Sample held 134 Days.,2,595,D,FR,NC,9,,,CA
9598,MI,22,7,19,21,TO, ,Roma; P90-Sample held 134 Days.,2,595,D,FR,NC,16,,,CA
9599,MI,22,7,19,90,TO, ,Roma; P90-Sample held 134 Days.,2,595,D,FR,NC,17,,,AZ
9600,MI,22,7,19,95,TO, ,Roma; P90-Sample held 134 Days.,2,595,D,FR,NC,15,,,
9601,MI,22,7,19,107,TO, ,Round; P90-Sample held 134 Days.,1,,R,FR,NC,15,,,CA
9602,MI,22,8,16,8,TO, ,Roma; P90-Sample held 119 Days.,1,,D,FR,NC,19,,,MI
9603,MI,22,8,16,18,TO, ,Regular; P90-Sample held 119 Days.,1,,D,FR,NC,16,,,MI
9604,MI,22,8,16,30,TO, ,Regular; P90-Sample held 119 Days.,1,,D,FR,NC,6,MI,MI,
9605,MI,22,8,16,47,TO, ,Round; P90-Sample held 119 Days.,1,,R,FR,NC,10,,,IN
9606,MI,22,8,16,50,TO, ,Round; P90-Sample held 119 Days.,1,,D,FR,NC,9,MI,MI,
9607,MI,22,8,16,102,TO, ,Roma; P90-Sample held 119 Days.,1,,D,FR,NC,23,,,MI
9608,MI,22,9,20,18,TO, ,Roma,1,,D,FR,NC,14,MI,MI,
9609,MI,22,9,20,92,TO, ,Regular,1,,D,FR,NC,6,,,MI
9610,MI,22,9,20,102,TO, ,Round,1,,D,FR,NC,10,MI,MI,
9611,MI,22,9,20,103,TO, ,Roma,1,,D,FR,NC,20,NJ,,NJ
9612,MI,22,9,20,106,TO,A,Roma,1,,D,FR,NC,8,,,MI
9613,MI,22,9,20,106,TO,B,Round,1,,D,FR,NC,14,,,
9614,MI,22,10,18,6,TO, ,Regular,1,,D,FR,NC,15,NC,NC,
9615,MI,22,10,18,8,TO, ,Roma,2,595,D,FR,NC,19,,,TX
9616,MI,22,10,18,18,TO, ,Round,1,,D,FR,NC,10,MI,MI,MI
9617,MI,22,10,18,38,TO, ,Round,1,,T,FR,NC,13,MI,MI,MI
9618,MI,22,10,18,95,TO, ,Beefsteak,2,260,D,FR,NC,7,,,
9619,MI,22,10,18,102,TO, ,Round,2,595,D,FR,NC,10,,,
9620,MI,22,11,21,7,TO, ,Round,2,595,D,FR,NC,22,,,TX
9621,MI,22,11,21,18,TO, ,Beefstake,1,,D,FR,NC,11,,FL,FL
9622,MI,22,11,21,38,TO, ,Roma,2,595,T,FR,NC,14,,,FL
9623,MI,22,11,21,47,TO, ,Roma,1,,R,FR,NC,9,,,CA
9624,MI,22,11,21,50,TO, ,Round,1,,D,FR,NC,19,,FL,
9625,MI,22,11,21,102,TO, ,Round,2,595,D,FR,NC,15,,,TX
9626,MI,22,12,19,5,TO, ,Roma,1,,D,FR,NC,17,,,TX
9627,MI,22,12,19,30,TO, ,Roma,2,595,D,FR,NC,15,,,FL
9628,MI,22,12,19,47,TO, ,Roma,1,,R,FR,NC,24,,IN,CA
9629,MI,22,12,19,87,TO, ,Beefstake,1,,D,FR,NC,10,FL,,FL
9630,MI,22,12,19,105,TO, ,Beefstake,1,,D,FR,NC,11,,FL,
9631,MI,22,12,19,106,TO, ,Roma,2,595,D,FR,NC,16,,,FL
9632,NY,22,1,25,15,TO, ,Beefsteak,2,260,D,FR,NC,9,,,
9633,NY,22,1,25,31,TO, ,Regular,1,,D,FR,NC,11,,FL,FL
9634,NY,22,1,25,71,TO, ,Regular 5X6,1,,T,FR,NC,7,FL,FL,FL
9635,NY,22,1,25,82,TO, ,Roma,2,595,T,FR,PO,14,,,AZ
9636,NY,22,1,25,135,TO, ,Na,1,,D,FR,NC,14,FL,,FL
9637,NY,22,1,25,142,TO, ,Na,1,,T,FR,NC,15,FL,FL,
9638,NY,22,1,25,265,TO, ,N/A,2,260,D,FR,NC,8,,,
9639,NY,22,1,25,294,TO, ,Roma,1,,L,FR,NC,17,,,
9640,NY,22,1,25,302,TO, ,Beefstake,1,,L,FR,NC,6,,FL,
9641,NY,22,2,28,9,TO, ,Beefsteak,2,260,D,FR,NC,8,,,
9642,NY,22,2,28,79,TO, ,Roma,1,,T,FR,NC,16,FL,FL,FL
